Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,147500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,167500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,172500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,177500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,182500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,187500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
BTC,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81012.3999587234,77457.6000412766,82789.79991744678,75680.20008255322,SEP26,SEP26,2026-09-25,2026-09-25,79235.0,67375.17050381367,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,DEC26=SERIES_FORWARD_CLUSTER;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=82640;OCT26=79680;SEP26=79235;NOV26=79910;MAR27=56270,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,17,126,0.0,NONE,274,230,0,0,44,NONE,NONE,OK,NONE,NONE,2026-08-31
