Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
NAS,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,15500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,16750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,17000.0,-113168.70701659995,0.019647344968159713,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,17250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,17500.0,-41775.83814382179,0.007252749677746839,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,18000.0,-57341.845326863404,0.009955181480358231,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,18250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,18500.0,-38776.72080006333,0.006054770712085547,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,18750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,19000.0,-191225.56344512032,0.0330438823758181,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,19250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,19500.0,-60210.83074113118,0.010275837336588859,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,19750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,20000.0,-122047.83786648978,0.019156434990763707,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
NAS,20250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29847.00088158202,29228.74911841798,30156.126763164037,28919.623236835963,SEP26,SEP26,2026-09-04,2026-09-18,29537.875,29465.61753592169,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;MAR27=ATM_PREMIUM_BALANCE;DEC29=SERIES_FORWARD_CLUSTER;DEC26=SERIES_FORWARD_CLUSTER;DEC27=PUT_CALL_PARITY;JUN27=ATM_PREMIUM_BALANCE;OCT26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY,SEP26=29537.875;MAR27=24000;DEC29=28929.5;DEC26=30504;DEC27=20888.25;JUN27=26000;OCT26=30257.8125;NOV26=32764.75;DEC28=19739.625,DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,9,1064,0.0,NONE,4535,4529,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-09-03
